age,sex,ftotinc,n
66,female,"$25,000 to $29,999",1025
66,female,"$250,000 and above",1502
66,female,"$30,000 to $34,999",1083
66,female,"$35,000 to $39,999",1016
66,female,"$40,000 to $44,999",1043
66,female,"$45,000 to $49,999",955
66,female,"$50,000 to $54,999",1037
66,female,"$55,000 to $59,999",911
66,female,"$60,000 to $64,999",905
66,female,"$65,000 to $69,999",768
66,female,"$70,000 to $74,999",817
66,female,"$75,000 to $79,999",736
66,female,"$80,000 to $84,999",664
66,female,"$85,000 to $89,999",628
66,female,"$90,000 to $94,999",539
66,female,"$95,000 to $99,999",485
66,female,"Less than $14,999",2216
67,male,"$100,000 to $124,999",1779
67,male,"$125,000 to $149,999",1169
67,male,"$15,000 to $19,999",747
67,male,"$150,000 to $174,999",844
67,male,"$175,000 to $199,999",556
67,male,"$20,000 to $24,999",786
67,male,"$200,000 to $249,999",635
67,male,"$25,000 to $29,999",816
67,male,"$250,000 and above",1740
67,male,"$30,000 to $34,999",841
67,male,"$35,000 to $39,999",820
67,male,"$40,000 to $44,999",803
67,male,"$45,000 to $49,999",820
67,male,"$50,000 to $54,999",801
67,male,"$55,000 to $59,999",765
67,male,"$60,000 to $64,999",796
67,male,"$65,000 to $69,999",720
67,male,"$70,000 to $74,999",672
67,male,"$75,000 to $79,999",603
67,male,"$80,000 to $84,999",593
67,male,"$85,000 to $89,999",502
67,male,"$90,000 to $94,999",527
67,male,"$95,000 to $99,999",458
67,male,"Less than $14,999",1429
67,female,"$100,000 to $124,999",1940
67,female,"$125,000 to $149,999",1142
67,female,"$15,000 to $19,999",945
67,female,"$150,000 to $174,999",760
67,female,"$175,000 to $199,999",474
67,female,"$20,000 to $24,999",1041
67,female,"$200,000 to $249,999",575
67,female,"$25,000 to $29,999",1024
67,female,"$250,000 and above",1378
67,female,"$30,000 to $34,999",1019
67,female,"$35,000 to $39,999",1008
67,female,"$40,000 to $44,999",1013
67,female,"$45,000 to $49,999",1028
67,female,"$50,000 to $54,999",986
67,female,"$55,000 to $59,999",892
67,female,"$60,000 to $64,999",823
67,female,"$65,000 to $69,999",777
67,female,"$70,000 to $74,999",728
67,female,"$75,000 to $79,999",686
67,female,"$80,000 to $84,999",657
67,female,"$85,000 to $89,999",601
67,female,"$90,000 to $94,999",534
67,female,"$95,000 to $99,999",486
67,female,"Less than $14,999",1908
68,male,"$100,000 to $124,999",1719
68,male,"$125,000 to $149,999",1130
68,male,"$15,000 to $19,999",711
68,male,"$150,000 to $174,999",751
68,male,"$175,000 to $199,999",539
68,male,"$20,000 to $24,999",752
68,male,"$200,000 to $249,999",613
68,male,"$25,000 to $29,999",751
68,male,"$250,000 and above",1627
68,male,"$30,000 to $34,999",830
68,male,"$35,000 to $39,999",846
68,male,"$40,000 to $44,999",778
68,male,"$45,000 to $49,999",812
68,male,"$50,000 to $54,999",811
68,male,"$55,000 to $59,999",757
68,male,"$60,000 to $64,999",787
68,male,"$65,000 to $69,999",673
68,male,"$70,000 to $74,999",654
68,male,"$75,000 to $79,999",604
68,male,"$80,000 to $84,999",597
68,male,"$85,000 to $89,999",558
68,male,"$90,000 to $94,999",497
68,male,"$95,000 to $99,999",405
68,male,"Less than $14,999",1400
68,female,"$100,000 to $124,999",1749
68,female,"$125,000 to $149,999",1075
68,female,"$15,000 to $19,999",1007
68,female,"$150,000 to $174,999",672
68,female,"$175,000 to $199,999",442
68,female,"$20,000 to $24,999",992
68,female,"$200,000 to $249,999",504
68,female,"$25,000 to $29,999",980
68,female,"$250,000 and above",1317
68,female,"$30,000 to $34,999",1020
68,female,"$35,000 to $39,999",1006
68,female,"$40,000 to $44,999",974
68,female,"$45,000 to $49,999",966
68,female,"$50,000 to $54,999",948
68,female,"$55,000 to $59,999",853
68,female,"$60,000 to $64,999",857
68,female,"$65,000 to $69,999",784
68,female,"$70,000 to $74,999",728
68,female,"$75,000 to $79,999",627
68,female,"$80,000 to $84,999",592
68,female,"$85,000 to $89,999",521
68,female,"$90,000 to $94,999",526
68,female,"$95,000 to $99,999",423
68,female,"Less than $14,999",1962
69,male,"$100,000 to $124,999",1742
69,male,"$125,000 to $149,999",1008
69,male,"$15,000 to $19,999",764
69,male,"$150,000 to $174,999",718
69,male,"$175,000 to $199,999",432
69,male,"$20,000 to $24,999",748
69,male,"$200,000 to $249,999",527
69,male,"$25,000 to $29,999",727
69,male,"$250,000 and above",1540
69,male,"$30,000 to $34,999",814
69,male,"$35,000 to $39,999",817
69,male,"$40,000 to $44,999",801
69,male,"$45,000 to $49,999",781
69,male,"$50,000 to $54,999",786
69,male,"$55,000 to $59,999",715
69,male,"$60,000 to $64,999",704
69,male,"$65,000 to $69,999",657
69,male,"$70,000 to $74,999",666
69,male,"$75,000 to $79,999",567
69,male,"$80,000 to $84,999",510
69,male,"$85,000 to $89,999",512
69,male,"$90,000 to $94,999",479
69,male,"$95,000 to $99,999",409
69,male,"Less than $14,999",1332
69,female,"$100,000 to $124,999",1621
69,female,"$125,000 to $149,999",882
69,female,"$15,000 to $19,999",964
69,female,"$150,000 to $174,999",679
69,female,"$175,000 to $199,999",446
69,female,"$20,000 to $24,999",1013
69,female,"$200,000 to $249,999",446
69,female,"$25,000 to $29,999",1013
69,female,"$250,000 and above",1315
69,female,"$30,000 to $34,999",987
69,female,"$35,000 to $39,999",990
69,female,"$40,000 to $44,999",947
69,female,"$45,000 to $49,999",932
69,female,"$50,000 to $54,999",985
69,female,"$55,000 to $59,999",805
69,female,"$60,000 to $64,999",816
69,female,"$65,000 to $69,999",747
69,female,"$70,000 to $74,999",663
69,female,"$75,000 to $79,999",612
69,female,"$80,000 to $84,999",565
69,female,"$85,000 to $89,999",488
69,female,"$90,000 to $94,999",465
69,female,"$95,000 to $99,999",455
69,female,"Less than $14,999",1899
70,male,"$100,000 to $124,999",1551
70,male,"$125,000 to $149,999",956
70,male,"$15,000 to $19,999",653
70,male,"$150,000 to $174,999",617
70,male,"$175,000 to $199,999",450
70,male,"$20,000 to $24,999",768
70,male,"$200,000 to $249,999",451
70,male,"$25,000 to $29,999",788
70,male,"$250,000 and above",1472
70,male,"$30,000 to $34,999",821
70,male,"$35,000 to $39,999",824
70,male,"$40,000 to $44,999",822
70,male,"$45,000 to $49,999",818
70,male,"$50,000 to $54,999",780
70,male,"$55,000 to $59,999",707
70,male,"$60,000 to $64,999",779
70,male,"$65,000 to $69,999",678
70,male,"$70,000 to $74,999",667
70,male,"$75,000 to $79,999",557
70,male,"$80,000 to $84,999",599
70,male,"$85,000 to $89,999",451
70,male,"$90,000 to $94,999",440
70,male,"$95,000 to $99,999",426
70,male,"Less than $14,999",1288
70,female,"$100,000 to $124,999",1496
70,female,"$125,000 to $149,999",888
70,female,"$15,000 to $19,999",951
70,female,"$150,000 to $174,999",568
70,female,"$175,000 to $199,999",392
70,female,"$20,000 to $24,999",1072
70,female,"$200,000 to $249,999",425
70,female,"$25,000 to $29,999",945
70,female,"$250,000 and above",1249
70,female,"$30,000 to $34,999",1060
70,female,"$35,000 to $39,999",1005
70,female,"$40,000 to $44,999",993
70,female,"$45,000 to $49,999",942
70,female,"$50,000 to $54,999",912
70,female,"$55,000 to $59,999",819
70,female,"$60,000 to $64,999",762
70,female,"$65,000 to $69,999",694
70,female,"$70,000 to $74,999",677
70,female,"$75,000 to $79,999",619
70,female,"$80,000 to $84,999",522
70,female,"$85,000 to $89,999",503
70,female,"$90,000 to $94,999",434
70,female,"$95,000 to $99,999",391
70,female,"Less than $14,999",1837
71,male,"$100,000 to $124,999",1632
71,male,"$125,000 to $149,999",893
71,male,"$15,000 to $19,999",686
71,male,"$150,000 to $174,999",637
71,male,"$175,000 to $199,999",426
71,male,"$20,000 to $24,999",752
71,male,"$200,000 to $249,999",459
71,male,"$25,000 to $29,999",839
71,male,"$250,000 and above",1454
71,male,"$30,000 to $34,999",857
71,male,"$35,000 to $39,999",876
71,male,"$40,000 to $44,999",864
71,male,"$45,000 to $49,999",879
71,male,"$50,000 to $54,999",834
71,male,"$55,000 to $59,999",762
71,male,"$60,000 to $64,999",701
71,male,"$65,000 to $69,999",662
71,male,"$70,000 to $74,999",599
71,male,"$75,000 to $79,999",585
71,male,"$80,000 to $84,999",527
71,male,"$85,000 to $89,999",473
71,male,"$90,000 to $94,999",438
71,male,"$95,000 to $99,999",399
71,male,"Less than $14,999",1220
71,female,"$100,000 to $124,999",1425
71,female,"$125,000 to $149,999",879
71,female,"$15,000 to $19,999",1050
71,female,"$150,000 to $174,999",538
71,female,"$175,000 to $199,999",402
71,female,"$20,000 to $24,999",1108
71,female,"$200,000 to $249,999",418
71,female,"$25,000 to $29,999",1068
71,female,"$250,000 and above",1226
71,female,"$30,000 to $34,999",1118
71,female,"$35,000 to $39,999",1124
71,female,"$40,000 to $44,999",1053
71,female,"$45,000 to $49,999",928
71,female,"$50,000 to $54,999",952
71,female,"$55,000 to $59,999",830
71,female,"$60,000 to $64,999",858
71,female,"$65,000 to $69,999",681
71,female,"$70,000 to $74,999",679
71,female,"$75,000 to $79,999",594
71,female,"$80,000 to $84,999",597
71,female,"$85,000 to $89,999",454
71,female,"$90,000 to $94,999",455
71,female,"$95,000 to $99,999",377
71,female,"Less than $14,999",1921
72,male,"$100,000 to $124,999",1498
72,male,"$125,000 to $149,999",974
72,male,"$15,000 to $19,999",657
72,male,"$150,000 to $174,999",660
72,male,"$175,000 to $199,999",433
72,male,"$20,000 to $24,999",723
72,male,"$200,000 to $249,999",474
72,male,"$25,000 to $29,999",795
72,male,"$250,000 and above",1495
72,male,"$30,000 to $34,999",885
72,male,"$35,000 to $39,999",895
72,male,"$40,000 to $44,999",865
72,male,"$45,000 to $49,999",875
72,male,"$50,000 to $54,999",844
72,male,"$55,000 to $59,999",777
72,male,"$60,000 to $64,999",787
72,male,"$65,000 to $69,999",649
72,male,"$70,000 to $74,999",639
72,male,"$75,000 to $79,999",579
72,male,"$80,000 to $84,999",530
72,male,"$85,000 to $89,999",473
72,male,"$90,000 to $94,999",450
72,male,"$95,000 to $99,999",423
72,male,"Less than $14,999",1089
72,female,"$100,000 to $124,999",1420
72,female,"$125,000 to $149,999",827
72,female,"$15,000 to $19,999",1103
72,female,"$150,000 to $174,999",554
72,female,"$175,000 to $199,999",401
72,female,"$20,000 to $24,999",1146
72,female,"$200,000 to $249,999",429
72,female,"$25,000 to $29,999",1123
72,female,"$250,000 and above",1338
72,female,"$30,000 to $34,999",1138
72,female,"$35,000 to $39,999",1113
72,female,"$40,000 to $44,999",1024
72,female,"$45,000 to $49,999",1014
72,female,"$50,000 to $54,999",897
72,female,"$55,000 to $59,999",817
72,female,"$60,000 to $64,999",804
72,female,"$65,000 to $69,999",702
72,female,"$70,000 to $74,999",672
72,female,"$75,000 to $79,999",534
72,female,"$80,000 to $84,999",523
72,female,"$85,000 to $89,999",478
72,female,"$90,000 to $94,999",435
72,female,"$95,000 to $99,999",418
72,female,"Less than $14,999",1945
73,male,"$100,000 to $124,999",1143
73,male,"$125,000 to $149,999",653
73,male,"$15,000 to $19,999",574
73,male,"$150,000 to $174,999",469
73,male,"$175,000 to $199,999",310
73,male,"$20,000 to $24,999",598
73,male,"$200,000 to $249,999",352
73,male,"$25,000 to $29,999",649
73,male,"$250,000 and above",1133
73,male,"$30,000 to $34,999",673
73,male,"$35,000 to $39,999",590
73,male,"$40,000 to $44,999",684
73,male,"$45,000 to $49,999",712
73,male,"$50,000 to $54,999",631
73,male,"$55,000 to $59,999",543
73,male,"$60,000 to $64,999",525
73,male,"$65,000 to $69,999",512
73,male,"$70,000 to $74,999",483
73,male,"$75,000 to $79,999",467
73,male,"$80,000 to $84,999",427
73,male,"$85,000 to $89,999",342
73,male,"$90,000 to $94,999",319
73,male,"$95,000 to $99,999",325
73,male,"Less than $14,999",910
73,female,"$100,000 to $124,999",1028
73,female,"$125,000 to $149,999",593
73,female,"$15,000 to $19,999",925
73,female,"$150,000 to $174,999",405
73,female,"$175,000 to $199,999",267
73,female,"$20,000 to $24,999",914
73,female,"$200,000 to $249,999",297
73,female,"$25,000 to $29,999",926
73,female,"$250,000 and above",1155
73,female,"$30,000 to $34,999",899
73,female,"$35,000 to $39,999",827
73,female,"$40,000 to $44,999",828
73,female,"$45,000 to $49,999",749
73,female,"$50,000 to $54,999",687
73,female,"$55,000 to $59,999",634
73,female,"$60,000 to $64,999",612
73,female,"$65,000 to $69,999",528
73,female,"$70,000 to $74,999",504
73,female,"$75,000 to $79,999",437
73,female,"$80,000 to $84,999",395
73,female,"$85,000 to $89,999",336
73,female,"$90,000 to $94,999",313
73,female,"$95,000 to $99,999",270
73,female,"Less than $14,999",1570
74,male,"$100,000 to $124,999",938
74,male,"$125,000 to $149,999",598
74,male,"$15,000 to $19,999",553
74,male,"$150,000 to $174,999",404
74,male,"$175,000 to $199,999",283
74,male,"$20,000 to $24,999",578
74,male,"$200,000 to $249,999",301
74,male,"$25,000 to $29,999",613
74,male,"$250,000 and above",1098
74,male,"$30,000 to $34,999",709
74,male,"$35,000 to $39,999",652
74,male,"$40,000 to $44,999",639
74,male,"$45,000 to $49,999",623
74,male,"$50,000 to $54,999",634
74,male,"$55,000 to $59,999",549
74,male,"$60,000 to $64,999",568
74,male,"$65,000 to $69,999",511
74,male,"$70,000 to $74,999",452
74,male,"$75,000 to $79,999",358
74,male,"$80,000 to $84,999",385
74,male,"$85,000 to $89,999",315
74,male,"$90,000 to $94,999",300
74,male,"$95,000 to $99,999",255
74,male,"Less than $14,999",866
74,female,"$100,000 to $124,999",886
74,female,"$125,000 to $149,999",533
74,female,"$15,000 to $19,999",883
74,female,"$150,000 to $174,999",348
74,female,"$175,000 to $199,999",222
74,female,"$20,000 to $24,999",893
74,female,"$200,000 to $249,999",265
74,female,"$25,000 to $29,999",913
74,female,"$250,000 and above",1062
74,female,"$30,000 to $34,999",900
74,female,"$35,000 to $39,999",838
74,female,"$40,000 to $44,999",716
74,female,"$45,000 to $49,999",757
74,female,"$50,000 to $54,999",645
74,female,"$55,000 to $59,999",583
74,female,"$60,000 to $64,999",535
74,female,"$65,000 to $69,999",482
74,female,"$70,000 to $74,999",443
74,female,"$75,000 to $79,999",357
74,female,"$80,000 to $84,999",363
74,female,"$85,000 to $89,999",318
74,female,"$90,000 to $94,999",296
74,female,"$95,000 to $99,999",238
74,female,"Less than $14,999",1535
75,male,"$100,000 to $124,999",902
75,male,"$125,000 to $149,999",557
75,male,"$15,000 to $19,999",577
75,male,"$150,000 to $174,999",347
75,male,"$175,000 to $199,999",249
75,male,"$20,000 to $24,999",599
75,male,"$200,000 to $249,999",296
75,male,"$25,000 to $29,999",613
75,male,"$250,000 and above",1000
75,male,"$30,000 to $34,999",666
75,male,"$35,000 to $39,999",722
75,male,"$40,000 to $44,999",607
75,male,"$45,000 to $49,999",644
75,male,"$50,000 to $54,999",633
75,male,"$55,000 to $59,999",547
75,male,"$60,000 to $64,999",545
75,male,"$65,000 to $69,999",448
75,male,"$70,000 to $74,999",483
75,male,"$75,000 to $79,999",399
75,male,"$80,000 to $84,999",338
75,male,"$85,000 to $89,999",326
75,male,"$90,000 to $94,999",308
75,male,"$95,000 to $99,999",230
75,male,"Less than $14,999",848
75,female,"$100,000 to $124,999",929
75,female,"$125,000 to $149,999",492
75,female,"$15,000 to $19,999",921
75,female,"$150,000 to $174,999",333
75,female,"$175,000 to $199,999",220
75,female,"$20,000 to $24,999",933
75,female,"$200,000 to $249,999",252
75,female,"$25,000 to $29,999",884
75,female,"$250,000 and above",1018
75,female,"$30,000 to $34,999",918
75,female,"$35,000 to $39,999",829
75,female,"$40,000 to $44,999",748
75,female,"$45,000 to $49,999",710
75,female,"$50,000 to $54,999",624
75,female,"$55,000 to $59,999",570
75,female,"$60,000 to $64,999",510
75,female,"$65,000 to $69,999",468
75,female,"$70,000 to $74,999",424
75,female,"$75,000 to $79,999",408
75,female,"$80,000 to $84,999",363
75,female,"$85,000 to $89,999",324
75,female,"$90,000 to $94,999",263
75,female,"$95,000 to $99,999",234
75,female,"Less than $14,999",1537
76,male,"$100,000 to $124,999",929
76,male,"$125,000 to $149,999",535
76,male,"$15,000 to $19,999",507
76,male,"$150,000 to $174,999",358
76,male,"$175,000 to $199,999",229
76,male,"$20,000 to $24,999",594
76,male,"$200,000 to $249,999",272
76,male,"$25,000 to $29,999",689
76,male,"$250,000 and above",1085
76,male,"$30,000 to $34,999",721
76,male,"$35,000 to $39,999",680
76,male,"$40,000 to $44,999",739
76,male,"$45,000 to $49,999",640
76,male,"$50,000 to $54,999",619
76,male,"$55,000 to $59,999",578
76,male,"$60,000 to $64,999",504
76,male,"$65,000 to $69,999",432
76,male,"$70,000 to $74,999",447
76,male,"$75,000 to $79,999",393
76,male,"$80,000 to $84,999",336
76,male,"$85,000 to $89,999",300
76,male,"$90,000 to $94,999",281
76,male,"$95,000 to $99,999",247
76,male,"Less than $14,999",801
76,female,"$100,000 to $124,999",828
76,female,"$125,000 to $149,999",500
76,female,"$15,000 to $19,999",987
76,female,"$150,000 to $174,999",352
76,female,"$175,000 to $199,999",215
76,female,"$20,000 to $24,999",1015
76,female,"$200,000 to $249,999",250
76,female,"$25,000 to $29,999",904
76,female,"$250,000 and above",1074
76,female,"$30,000 to $34,999",909
76,female,"$35,000 to $39,999",876
76,female,"$40,000 to $44,999",783
76,female,"$45,000 to $49,999",712
76,female,"$50,000 to $54,999",612
76,female,"$55,000 to $59,999",608
76,female,"$60,000 to $64,999",519
76,female,"$65,000 to $69,999",466
76,female,"$70,000 to $74,999",433
76,female,"$75,000 to $79,999",387
76,female,"$80,000 to $84,999",364
76,female,"$85,000 to $89,999",290
76,female,"$90,000 to $94,999",242
76,female,"$95,000 to $99,999",201
76,female,"Less than $14,999",1581
77,male,"$100,000 to $124,999",814
77,male,"$125,000 to $149,999",460
77,male,"$15,000 to $19,999",483
77,male,"$150,000 to $174,999",264
77,male,"$175,000 to $199,999",219
77,male,"$20,000 to $24,999",568
77,male,"$200,000 to $249,999",250
77,male,"$25,000 to $29,999",588
77,male,"$250,000 and above",940
77,male,"$30,000 to $34,999",635
77,male,"$35,000 to $39,999",607
77,male,"$40,000 to $44,999",638
77,male,"$45,000 to $49,999",616
77,male,"$50,000 to $54,999",524
77,male,"$55,000 to $59,999",471
77,male,"$60,000 to $64,999",436
77,male,"$65,000 to $69,999",390
77,male,"$70,000 to $74,999",367
77,male,"$75,000 to $79,999",264
77,male,"$80,000 to $84,999",282
77,male,"$85,000 to $89,999",285
77,male,"$90,000 to $94,999",254
77,male,"$95,000 to $99,999",214
77,male,"Less than $14,999",771
77,female,"$100,000 to $124,999",711
77,female,"$125,000 to $149,999",391
77,female,"$15,000 to $19,999",871
77,female,"$150,000 to $174,999",264
77,female,"$175,000 to $199,999",167
77,female,"$20,000 to $24,999",862
77,female,"$200,000 to $249,999",201
77,female,"$25,000 to $29,999",837
77,female,"$250,000 and above",991
77,female,"$30,000 to $34,999",772
77,female,"$35,000 to $39,999",788
77,female,"$40,000 to $44,999",647
77,female,"$45,000 to $49,999",644
77,female,"$50,000 to $54,999",572
77,female,"$55,000 to $59,999",479
77,female,"$60,000 to $64,999",434
77,female,"$65,000 to $69,999",360
77,female,"$70,000 to $74,999",340
77,female,"$75,000 to $79,999",303
77,female,"$80,000 to $84,999",242
77,female,"$85,000 to $89,999",229
77,female,"$90,000 to $94,999",209
77,female,"$95,000 to $99,999",196
77,female,"Less than $14,999",1407
78,male,"$100,000 to $124,999",695
78,male,"$125,000 to $149,999",344
78,male,"$15,000 to $19,999",424
78,male,"$150,000 to $174,999",252
78,male,"$175,000 to $199,999",177
78,male,"$20,000 to $24,999",505
78,male,"$200,000 to $249,999",177
78,male,"$25,000 to $29,999",533
78,male,"$250,000 and above",818
78,male,"$30,000 to $34,999",564
78,male,"$35,000 to $39,999",611
78,male,"$40,000 to $44,999",517
78,male,"$45,000 to $49,999",546
78,male,"$50,000 to $54,999",465
78,male,"$55,000 to $59,999",414
78,male,"$60,000 to $64,999",383
78,male,"$65,000 to $69,999",337
78,male,"$70,000 to $74,999",329
78,male,"$75,000 to $79,999",289
78,male,"$80,000 to $84,999",224
78,male,"$85,000 to $89,999",223
78,male,"$90,000 to $94,999",205
78,male,"$95,000 to $99,999",175
78,male,"Less than $14,999",666
78,female,"$100,000 to $124,999",648
78,female,"$125,000 to $149,999",356
78,female,"$15,000 to $19,999",802
78,female,"$150,000 to $174,999",206
78,female,"$175,000 to $199,999",166
78,female,"$20,000 to $24,999",894
78,female,"$200,000 to $249,999",158
78,female,"$25,000 to $29,999",771
78,female,"$250,000 and above",958
78,female,"$30,000 to $34,999",812
78,female,"$35,000 to $39,999",708
78,female,"$40,000 to $44,999",596
78,female,"$45,000 to $49,999",565
78,female,"$50,000 to $54,999",501
78,female,"$55,000 to $59,999",454
78,female,"$60,000 to $64,999",363
78,female,"$65,000 to $69,999",309
78,female,"$70,000 to $74,999",276
78,female,"$75,000 to $79,999",251
78,female,"$80,000 to $84,999",232
78,female,"$85,000 to $89,999",230
78,female,"$90,000 to $94,999",178
78,female,"$95,000 to $99,999",166
78,female,"Less than $14,999",1333
79,male,"$100,000 to $124,999",585
79,male,"$125,000 to $149,999",336
79,male,"$15,000 to $19,999",422
79,male,"$150,000 to $174,999",212
79,male,"$175,000 to $199,999",142
79,male,"$20,000 to $24,999",508
79,male,"$200,000 to $249,999",180
79,male,"$25,000 to $29,999",494
79,male,"$250,000 and above",764
79,male,"$30,000 to $34,999",502
79,male,"$35,000 to $39,999",510
79,male,"$40,000 to $44,999",500
79,male,"$45,000 to $49,999",470
79,male,"$50,000 to $54,999",403
79,male,"$55,000 to $59,999",398
79,male,"$60,000 to $64,999",333
79,male,"$65,000 to $69,999",313
79,male,"$70,000 to $74,999",268
79,male,"$75,000 to $79,999",257
79,male,"$80,000 to $84,999",210
79,male,"$85,000 to $89,999",176
79,male,"$90,000 to $94,999",167
79,male,"$95,000 to $99,999",166
79,male,"Less than $14,999",644
79,female,"$100,000 to $124,999",571
79,female,"$125,000 to $149,999",296
79,female,"$15,000 to $19,999",795
79,female,"$150,000 to $174,999",203
79,female,"$175,000 to $199,999",136
79,female,"$20,000 to $24,999",829
79,female,"$200,000 to $249,999",156
79,female,"$25,000 to $29,999",718
79,female,"$250,000 and above",879
79,female,"$30,000 to $34,999",658
79,female,"$35,000 to $39,999",589
79,female,"$40,000 to $44,999",573
79,female,"$45,000 to $49,999",502
79,female,"$50,000 to $54,999",466
79,female,"$55,000 to $59,999",418
79,female,"$60,000 to $64,999",332
79,female,"$65,000 to $69,999",300
79,female,"$70,000 to $74,999",233
79,female,"$75,000 to $79,999",267
79,female,"$80,000 to $84,999",196
79,female,"$85,000 to $89,999",198
79,female,"$90,000 to $94,999",163
79,female,"$95,000 to $99,999",148
79,female,"Less than $14,999",1322
80,male,"$100,000 to $124,999",511
80,male,"$125,000 to $149,999",315
80,male,"$15,000 to $19,999",393
80,male,"$150,000 to $174,999",207
80,male,"$175,000 to $199,999",138
80,male,"$20,000 to $24,999",445
80,male,"$200,000 to $249,999",145
80,male,"$25,000 to $29,999",456
80,male,"$250,000 and above",738
80,male,"$30,000 to $34,999",499
80,male,"$35,000 to $39,999",493
80,male,"$40,000 to $44,999",528
80,male,"$45,000 to $49,999",439
80,male,"$50,000 to $54,999",411
80,male,"$55,000 to $59,999",332
80,male,"$60,000 to $64,999",337
80,male,"$65,000 to $69,999",253
80,male,"$70,000 to $74,999",222
80,male,"$75,000 to $79,999",217
80,male,"$80,000 to $84,999",193
80,male,"$85,000 to $89,999",199
80,male,"$90,000 to $94,999",154
80,male,"$95,000 to $99,999",138
80,male,"Less than $14,999",621
80,female,"$100,000 to $124,999",500
80,female,"$125,000 to $149,999",262
80,female,"$15,000 to $19,999",779
80,female,"$150,000 to $174,999",191
80,female,"$175,000 to $199,999",131
80,female,"$20,000 to $24,999",824
80,female,"$200,000 to $249,999",123
80,female,"$25,000 to $29,999",700
80,female,"$250,000 and above",824
80,female,"$30,000 to $34,999",610
80,female,"$35,000 to $39,999",616
80,female,"$40,000 to $44,999",491
80,female,"$45,000 to $49,999",474
80,female,"$50,000 to $54,999",425
80,female,"$55,000 to $59,999",355
80,female,"$60,000 to $64,999",345
80,female,"$65,000 to $69,999",304
80,female,"$70,000 to $74,999",272
80,female,"$75,000 to $79,999",204
80,female,"$80,000 to $84,999",190
80,female,"$85,000 to $89,999",156
80,female,"$90,000 to $94,999",157
80,female,"$95,000 to $99,999",140
80,female,"Less than $14,999",1230
81,male,"$100,000 to $124,999",487
81,male,"$125,000 to $149,999",218
81,male,"$15,000 to $19,999",381
81,male,"$150,000 to $174,999",170
81,male,"$175,000 to $199,999",103
81,male,"$20,000 to $24,999",448
81,male,"$200,000 to $249,999",125
81,male,"$25,000 to $29,999",468
81,male,"$250,000 and above",724
81,male,"$30,000 to $34,999",481
81,male,"$35,000 to $39,999",473
81,male,"$40,000 to $44,999",429
81,male,"$45,000 to $49,999",399
81,male,"$50,000 to $54,999",383
81,male,"$55,000 to $59,999",306
81,male,"$60,000 to $64,999",307
81,male,"$65,000 to $69,999",240
81,male,"$70,000 to $74,999",220
81,male,"$75,000 to $79,999",207
81,male,"$80,000 to $84,999",179
81,male,"$85,000 to $89,999",169
81,male,"$90,000 to $94,999",136
81,male,"$95,000 to $99,999",114
81,male,"Less than $14,999",546
81,female,"$100,000 to $124,999",432
81,female,"$125,000 to $149,999",237
81,female,"$15,000 to $19,999",793
81,female,"$150,000 to $174,999",179
81,female,"$175,000 to $199,999",106
81,female,"$20,000 to $24,999",768
81,female,"$200,000 to $249,999",146
81,female,"$25,000 to $29,999",691
81,female,"$250,000 and above",1020
81,female,"$30,000 to $34,999",644
81,female,"$35,000 to $39,999",538
81,female,"$40,000 to $44,999",465
81,female,"$45,000 to $49,999",415
81,female,"$50,000 to $54,999",406
81,female,"$55,000 to $59,999",325
81,female,"$60,000 to $64,999",282
81,female,"$65,000 to $69,999",252
81,female,"$70,000 to $74,999",228
81,female,"$75,000 to $79,999",193
81,female,"$80,000 to $84,999",177
81,female,"$85,000 to $89,999",155
81,female,"$90,000 to $94,999",140
81,female,"$95,000 to $99,999",143
81,female,"Less than $14,999",1274
82,male,"$100,000 to $124,999",426
82,male,"$125,000 to $149,999",217
82,male,"$15,000 to $19,999",339
82,male,"$150,000 to $174,999",142
82,male,"$175,000 to $199,999",87
82,male,"$20,000 to $24,999",444
82,male,"$200,000 to $249,999",115
82,male,"$25,000 to $29,999",415
82,male,"$250,000 and above",630
82,male,"$30,000 to $34,999",437
82,male,"$35,000 to $39,999",427
82,male,"$40,000 to $44,999",378
82,male,"$45,000 to $49,999",352
82,male,"$50,000 to $54,999",364
82,male,"$55,000 to $59,999",283
82,male,"$60,000 to $64,999",242
82,male,"$65,000 to $69,999",245
82,male,"$70,000 to $74,999",218
82,male,"$75,000 to $79,999",180
82,male,"$80,000 to $84,999",168
82,male,"$85,000 to $89,999",147
82,male,"$90,000 to $94,999",119
82,male,"$95,000 to $99,999",109
82,male,"Less than $14,999",482
82,female,"$100,000 to $124,999",354
82,female,"$125,000 to $149,999",212
82,female,"$15,000 to $19,999",768
82,female,"$150,000 to $174,999",160
82,female,"$175,000 to $199,999",72
82,female,"$20,000 to $24,999",693
82,female,"$200,000 to $249,999",115
82,female,"$25,000 to $29,999",621
82,female,"$250,000 and above",951
82,female,"$30,000 to $34,999",556
82,female,"$35,000 to $39,999",431
82,female,"$40,000 to $44,999",417
82,female,"$45,000 to $49,999",379
82,female,"$50,000 to $54,999",341
82,female,"$55,000 to $59,999",279
82,female,"$60,000 to $64,999",223
82,female,"$65,000 to $69,999",223
82,female,"$70,000 to $74,999",217
82,female,"$75,000 to $79,999",144
82,female,"$80,000 to $84,999",163
82,female,"$85,000 to $89,999",136
